Family_name;sp_name;latitude;elevation;annual_mean_temp;annual_prec;Trunk_circumference;age_rank;unique_name;religion;sp_num;Family_num
Fagaceae;Fagus_crenata;40.52640039;473.3422852;7.6;1708.2;380;3;0;0;54;14
Fagaceae;Fagus_crenata;38.1155659;165.5385895;10.6;2866.6;454;2;0;0;54;14
Fagaceae;Fagus_crenata;35.5107505;1915.079102;4.7;1822.7;341;4;0;0;54;14
Fagaceae;Fagus_crenata;35.3796267;1206.804321;7.1;2602.6;300;4;0;0;54;14
Fagaceae;Fagus_crenata;38.9022346;1271.684814;4.5;2327.2;410;2;0;0;54;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Fagus_crenata;37.4016747;39.98088455;12.4;2629.7;340;4;0;0;54;14
Fagaceae;Fagus_crenata;34.317764;575.7769165;11;2297.1;407;4;0;0;54;14
Fagaceae;Fagus_crenata;35.4282323;636.1564941;10.9;2415;490;4;0;0;54;14
Fagaceae;Quercus_gilva;33.397304;541.8538818;12.9;2395.4;360;4;0;0;44;14
Fagaceae;Quercus_gilva;31.7195907;147.5407104;16.5;2479.6;380;2;0;1;44;14
Fagaceae;Castanopsis_sieboldii;35.2299307;41.00899124;15.2;2002.2;400;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.241127;92.41146088;14.9;1997.6;330;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;33.0302;10.61857319;16.2;1963.4;360;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.6387906;29.86240578;16.1;1539.7;630;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.9656835;41.54566193;14.8;1508.4;495;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.3296837;90.45362091;14;1638.2;300;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.504258;26.25078392;15.1;1792.9;388;4;0;0;21;14
Fagaceae;Fagus_crenata;38.4833148;83.89024353;10.8;1146.3;555;3;0;0;54;14
Fagaceae;Fagus_crenata;35.3606255;3463.213623;-5.4;2886.2;348;4;0;0;54;14
Fagaceae;Fagus_crenata;38.1155659;165.5385895;10.6;2866.6;313;2;0;0;54;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Fagus_crenata;35.3173156;1313.448242;8.6;2846;311;4;0;0;54;14
Fagaceae;Fagus_crenata;35.270168;657.7699585;11.5;3058.4;370;4;0;0;54;14
Fagaceae;Fagus_crenata;40.710723;25.37257957;9.9;1069.6;830;3;0;0;54;14
Fagaceae;Fagus_crenata;34.3712587;486.657074;11.1;2174.9;370;3;0;0;54;14
Fagaceae;Fagus_crenata;37.3293596;622.2181396;9.4;1389.1;350;4;1;0;54;14
Fagaceae;Fagus_crenata;42.4520531;141.0830383;7.7;1212.8;320;4;0;0;54;14
Fagaceae;Fagus_crenata;38.1155659;165.5385895;10.6;2866.6;382;2;0;0;54;14
Fagaceae;Fagus_crenata;32.5083376;5.071190357;17.1;1940.2;377;2;0;0;54;14
Fagaceae;Fagus_crenata;38.0684352;210.8739319;11.4;2760.6;860;4;0;0;54;14
Fagaceae;Fagus_crenata;35.2354275;1039.729004;7.6;1757.1;401;4;0;1;54;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;350;4;0;0;54;14
Fagaceae;Fagus_crenata;39.1996962;70.60235596;10.7;1718.2;414;4;0;0;54;14
Fagaceae;Fagus_crenata;40.1630893;82.35652161;10.2;1441;355;3;0;0;54;14
Fagaceae;Fagus_crenata;38.4264893;236.7235107;9.9;1688.8;305;4;0;0;54;14
Fagaceae;Fagus_crenata;35.3606255;3463.213623;-5.4;2886.2;307;4;0;0;54;14
Fagaceae;Fagus_crenata;36.9876603;327.7869568;11.3;2199.5;310;2;0;0;54;14
Fagaceae;Fagus_crenata;39.6962888;198.6464539;9.4;1545.3;547;4;0;0;54;14
Fagaceae;Fagus_crenata;38.0615496;156.2260132;10.7;2858.7;327;2;0;0;54;14
Fagaceae;Fagus_crenata;34.0572336;1292.393433;8;2845.8;420;4;0;0;54;14
Fagaceae;Fagus_crenata;38.0615496;156.2260132;10.7;2858.7;390;2;0;0;54;14
Fagaceae;Fagus_crenata;37.1251984;55.48082733;12.7;2568.7;330;3;0;0;54;14
Fagaceae;Fagus_crenata;37.6782808;482.0124207;9.8;1329.4;350;3;0;0;54;14
Fagaceae;Fagus_crenata;38.0615496;141.434021;10.7;2858.7;460;2;0;0;54;14
Fagaceae;Fagus_crenata;35.4410625;1257.646362;7.6;2026.4;350;4;0;0;54;14
Fagaceae;Fagus_crenata;39.1444106;53.04862976;10.7;1168.4;426;3;0;0;54;14
Fagaceae;Fagus_crenata;34.3657968;390.6983337;12.7;1429.5;550;4;0;0;54;14
Fagaceae;Castanopsis_sieboldii;35.7517768;24.44952965;14.7;1367.6;320;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.7355858;9.750981331;14.1;1443.3;310;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.3776778;45.65741348;14.6;1750.4;430;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.9656835;41.54566193;14.8;1508.4;342;4;0;1;21;14
Fagaceae;Fagus_crenata;34.8581765;1114.279419;10.7;3952.4;327;4;1;0;54;14
Fagaceae;Fagus_crenata;38.7963127;70.70741272;10.8;2328.7;335;4;0;0;54;14
Fagaceae;Fagus_crenata;36.5749211;5.244242191;14.6;2323.9;380;2;0;0;54;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;350;4;0;0;54;14
Fagaceae;Fagus_crenata;36.9461317;25.59919167;14.1;2728.3;396;3;0;0;54;14
Fagaceae;Castanopsis_sieboldii;35.6725316;6.146774769;14.7;1451.6;307;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;33.1804356;12.62243938;16.6;2022.6;330;3;0;1;21;14
Fagaceae;Fagus_crenata;36.6958223;7.660866737;14.4;2224.1;400;3;0;0;54;14
Fagaceae;Fagus_crenata;39.9541075;534.3027344;7.9;2247.9;350;4;0;0;54;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Fagus_crenata;38.0427953;199.9019775;12;1749.9;360;3;0;0;54;14
Fagaceae;Fagus_crenata;35.3606255;3463.213623;-5.4;2886.2;347;4;0;0;54;14
Fagaceae;Fagus_crenata;37.4298761;376.074707;10.9;1080.6;310;4;1;0;54;14
Fagaceae;Fagus_crenata;34.1342853;343.8986206;12.8;2703.4;360;3;0;0;54;14
Fagaceae;Fagus_crenata;35.3606255;3463.213623;-5.4;2886.2;347;4;0;0;54;14
Fagaceae;Fagus_crenata;38.7661643;233.7756958;10;1924.3;375;4;1;0;54;14
Fagaceae;Castanopsis_sieboldii;33.527365;38.60683441;16.6;2569.5;672;4;0;1;21;14
Fagaceae;Fagus_crenata;38.9689786;151.4625549;10.9;1120.1;320;2;0;0;54;14
Fagaceae;Fagus_crenata;35.6459465;4.258192062;15.3;2186.8;300;4;0;0;54;14
Fagaceae;Fagus_crenata;38.0629733;292.8839722;10.7;2939.2;433;2;0;0;54;14
Fagaceae;Fagus_crenata;39.1996962;70.60235596;10.7;1718.2;300;3;0;0;54;14
Fagaceae;Fagus_crenata;36.5122068;151.4212189;12.9;2651.4;335;2;0;0;54;14
Fagaceae;Lithocarpus_edulis;35.6346417;26.17297745;15.5;1590.2;360;2;0;1;162;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Fagus_crenata;38.5485332;28.58912277;11.4;1267.6;390;2;0;0;54;14
Fagaceae;Fagus_crenata;35.6459465;4.258192062;15.3;2186.8;300;4;0;0;54;14
Fagaceae;Fagus_crenata;35.5107505;1915.079102;4.7;1822.7;430;4;0;0;54;14
Fagaceae;Fagus_crenata;39.4449399;779.201416;6.2;1908.1;342;3;0;0;54;14
Fagaceae;Fagus_crenata;38.4264893;221.6795807;9.9;1688.8;305;2;0;0;54;14
Fagaceae;Fagus_crenata;35.1515039;1082.797607;8.7;2674.4;340;2;0;0;54;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Fagus_crenata;38.4264893;221.6795807;9.9;1688.8;480;3;1;0;54;14
Fagaceae;Castanopsis_sieboldii;35.4465941;92.56884003;13.8;1951.5;666;2;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.4529902;57.00481033;14.5;2121.8;390;3;0;1;21;14
Fagaceae;Castanopsis_sieboldii;34.7420101;26.2534771;15.2;1671;395;3;0;0;21;14
Fagaceae;Quercus_myrsinifolia;35.609131;340.8016968;13.2;1469.9;340;4;0;0;40;14
Fagaceae;Castanopsis_sieboldii;33.1197886;17.4352169;15.5;2003.8;330;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.8206211;16.77209091;14.1;1348.3;380;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;33.1069567;282.1399231;14.6;2163;340;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;36.3658764;7.943851471;13.9;1338.3;318;2;0;0;21;14
Fagaceae;Fagus_crenata;40.52640039;473.3422852;7.6;1708.2;320;3;0;0;54;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Fagus_crenata;38.2539711;495.2999573;9.2;1542.5;320;4;0;0;54;14
Fagaceae;Fagus_crenata;38.2539711;495.2999573;9.2;1542.5;300;4;0;0;54;14
Fagaceae;Castanopsis_sieboldii;30.3714631;68.21266937;19.3;4168.1;360;3;0;0;21;14
Fagaceae;Fagus_crenata;35.7054037;411.7718811;13.5;1121.6;300;3;1;0;54;14
Fagaceae;Castanopsis_sieboldii;35.6430114;5.792199612;14.6;1822.4;835;4;1;0;21;14
Fagaceae;Castanopsis_sieboldii;35.4143565;67.30062103;14.6;1709;396;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.9656835;41.54566193;14.8;1508.4;369;4;0;0;21;14
Fagaceae;Fagus_crenata;38.1155659;165.5385895;10.6;2866.6;320;2;0;0;54;14
Fagaceae;Castanopsis_sieboldii;35.3289;79.88677979;13.8;1652.2;300;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.7435493;23.60289001;15.2;1409.8;370;3;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.9656835;41.54566193;14.8;1508.4;630;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;36.1359161;29.61723328;13.4;1372.7;340;3;0;1;21;14
Fagaceae;Castanopsis_sieboldii;31.5055854;172.9269257;16.1;2391.5;330;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;36.6219865;119.1505356;12.5;1548.7;430;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.8628172;16.72904587;13.7;2033.1;808;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;31.7640516;89.3318634;16.5;2423;558;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.615574;45.16161728;14.3;1422.3;415;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.6006207;16.71703339;14.8;2092.9;380;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.1700135;34.25873947;13.5;1342;400;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.7449431;8.562129021;14.3;1365.4;342;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.3452638;43.7597847;13.3;1308.7;600;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.1076498;28.91662216;17.5;2891.6;373;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.051299;15.64024448;13.9;1445.5;431;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;36.0391525;761.0748291;11;1250.6;310;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.8712321;6.911569595;14;1335.9;431;4;0;1;21;14
Fagaceae;Fagus_crenata;32.2403837;150.4545441;15.4;2319.6;345;2;0;0;54;14
Fagaceae;Castanopsis_sieboldii;35.105358;20.05539131;16.1;1774.8;300;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.476627;21.90907669;14.6;1799.1;329;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.0258328;99.17214966;15.4;2484.1;350;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.0331344;151.2518616;15.4;2769.1;420;4;0;0;21;14
Fagaceae;Fagus_crenata;35.3796267;1206.804321;7.1;2602.6;300;4;0;0;54;14
Fagaceae;Fagus_crenata;38.1155659;165.5385895;10.6;2866.6;313;2;0;0;54;14
Fagaceae;Castanopsis_sieboldii;34.6855265;1.006408811;15.7;1727.5;370;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.6938253;39.21743393;15.8;1519.4;408;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.4361038;44.17727661;15.3;1543.6;695;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.3670442;8.384380341;15;1663.1;410;4;0;0;21;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Castanopsis_sieboldii;31.5055854;172.9269257;16.1;2391.5;303;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;33.4984135;9.522930145;16.6;2181.4;770;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.2595087;57.3147049;14.9;1787.4;430;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.1236752;96.28769684;15.1;2444.5;300;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.3785889;65.50714111;14.4;1707.6;400;3;0;1;21;14
Fagaceae;Castanopsis_sieboldii;32.0903001;14.49199963;17;2025.8;305;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;33.2738073;7.905483246;15.9;1952.6;440;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.7357022;145.617981;14.7;3029.4;420;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.1586434;26.62335968;13.4;1380.4;372;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.2187569;34.17264175;15.4;1992.8;390;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;31.7272638;142.7174072;16.5;2469.8;400;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.4037747;4.512839794;14.7;1688.6;301;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.0674511;70.6986618;14.5;2050.6;305;3;0;0;21;14
Fagaceae;Fagus_crenata;35.6006207;16.71703339;14.8;2092.9;300;4;0;0;54;14
Fagaceae;Fagus_crenata;39.4449399;779.201416;6.2;1908.1;326;3;0;0;54;14
Fagaceae;Fagus_crenata;39.0120696;733.4376831;6.7;2452.1;560;4;1;0;54;14
Fagaceae;Castanopsis_sieboldii;35.344735;53.56269455;13.9;1560.3;360;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.4814834;156.1848755;15.2;1048.2;408;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.3174073;91.62658691;13.9;1801;310;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.3899689;36.09679794;14.1;1674.9;360;4;0;0;21;14
Fagaceae;Lithocarpus_edulis;35.6346512;28.21865273;15.5;1590.2;360;2;0;1;162;14
Fagaceae;Lithocarpus_edulis;34.8205316;41.47850418;15.8;1624.5;405;2;0;0;162;14
Fagaceae;Castanopsis_sieboldii;35.3653702;34.7869072;14.1;1837.8;301;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.8939743;230.5265808;12.7;1967.3;650;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;37.371918;9.24680233;13.3;2412.9;360;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.3077562;54.22964859;14.1;1820.3;480;4;0;1;21;14
Fagaceae;Lithocarpus_edulis;35.1965523;29.10555077;15.8;1588.4;402;2;0;0;162;14
Fagaceae;Castanopsis_sieboldii;35.8278636;29.19381714;13.9;1347.9;470;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.4050526;10.38358212;15.5;1623.5;410;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.1177354;18.01932907;15.5;1911.2;464;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;34.9766167;90.18292236;15.3;2365.3;980;4;1;1;21;14
Fagaceae;Castanopsis_sieboldii;35.7441365;18.60116577;14;1459.2;500;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;32.9330152;24.72548866;16.8;1761.4;413;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.801915;32.99739075;13.2;1561.2;421;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;31.8258742;268.7588196;15.5;2898.9;380;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.8118234;42.8965416;13.6;1450.5;370;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.971112;21.42047691;15.8;1757.9;311;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.6761015;10.86488533;14.5;1440.5;510;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.7449431;8.562129021;14.3;1365.4;325;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;38.0183025;12.00117111;13.2;1692;440;4;0;0;21;14
Fagaceae;Lithocarpus_edulis;35.6580813;11.07111359;16;1482;320;3;0;0;162;14
Fagaceae;Castanopsis_sieboldii;36.1018339;27.78310585;14.4;1191.2;340;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;35.3708151;26.68166351;14.4;1836.8;570;4;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.3658764;7.943851471;13.9;1338.3;300;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.0783182;4.760275364;14.3;1233.8;335;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.1076498;28.91662216;17.5;2891.6;353;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;35.7296592;13.12291145;14.2;1380.4;450;3;0;0;21;14
Fagaceae;Castanopsis_sieboldii;33.3600443;29.97304535;16;1973.9;370;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;36.051299;15.64024448;13.9;1445.5;340;4;0;1;21;14
Fagaceae;Castanopsis_sieboldii;36.0783182;4.760275364;14.3;1233.8;400;4;1;0;21;14
Fagaceae;Castanopsis_sieboldii;36.3832515;37.48976135;13.1;1328.6;340;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;34.1137519;170.4996033;16.9;2940.5;302;2;0;0;21;14
Fagaceae;Castanopsis_sieboldii;33.3600443;29.97304535;16;1973.9;370;2;0;0;21;14
Fagaceae;Lithocarpus_edulis;36.1586434;26.62335968;13.4;1380.4;342;4;0;0;162;14
Fagaceae;Lithocarpus_edulis;35.1965523;29.10555077;15.8;1588.4;427;2;0;0;162;14
Ginkgoaceae;Ginkgo_biloba;34.7826726;213.0279541;13.7;1190.7;367;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.1877233;320.7221985;14.1;2651.5;450;3;1;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.9606143;956.25354;8.6;3101;310;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.6254127;21.61535072;15.7;1602.7;430;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;33.6595863;35.12736893;15.5;1514.6;350;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.6746667;20.61026192;16.1;1529.2;470;3;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.5515418;428.9424744;12.5;1643.2;300;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.951994;646.677002;10;2225.8;540;4;1;0;25;20
Ginkgoaceae;Ginkgo_biloba;37.581651;42.72349167;13;2050;388;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.4378007;41.39632416;15.1;1700.2;420;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.6792862;4.490661144;16.4;1347;377;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;33.4468322;26.94984245;15.9;1809.7;545;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.4796607;57.21008682;15.1;1686.7;343;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;36.4623634;474.1377258;10.4;2408.2;328;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;36.3751452;16.28211212;13.8;1340.8;300;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.2610793;13.80097675;15.4;2153.1;350;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.8280112;7.904116631;14.9;1409.8;356;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.7743066;5.825874805;15.3;1385.4;743;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.4978821;24.24922752;15.1;1527.4;720;3;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;37.695988;133.3810577;12.7;1830.7;1150;4;1;1;25;20
Ginkgoaceae;Ginkgo_biloba;36.0840692;11.7060051;14.6;1284.6;460;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.9836538;14.57423592;15.7;1824.6;336;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.78407;5.477187157;15.3;1439.1;335;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;36.2893497;650.0136108;10.5;969.5;370;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;40.3210971;165.4530334;9;1014.4;440;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;36.0203803;198.5993805;13.5;2315.9;320;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.3402305;664.4390869;11.7;1384.1;355;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;33.2731198;321.5184631;14.3;1744.4;340;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;36.4623634;500.0484314;10.4;2408.2;328;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;36.1455001;29.17136765;14.9;1270.3;328;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;36.3751452;16.28211212;13.8;1340.8;300;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.2430771;204.4577026;12.9;1679.5;668;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.4683772;40.76956558;14.9;1851.5;403;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.2093058;196.4886475;14.5;2501.8;312;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;36.2832523;356.507019;10.8;2715.7;980;4;1;0;25;20
Ginkgoaceae;Ginkgo_biloba;41.430148;31.44019699;10.3;1297.3;400;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.779186;13.73715019;16;1797;350;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;32.8442299;625.5081787;12.7;2875.2;300;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;39.0145659;11.75010586;12.3;2324.4;358;2;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;32.9520758;507.2092896;13.2;2691.8;336;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.1341401;204.271286;14.2;1814.4;407;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;38.1234065;33.65452194;11.7;1279.7;654;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.3179675;21.02047539;15.6;1705.4;385;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.8278636;29.19381714;13.9;1347.9;350;3;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;33.9609995;37.30278015;16.3;1533.5;328;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.5515418;428.9424744;12.5;1643.2;340;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;32.8156057;433.2889404;14;2018.6;350;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.256226;22.47094536;15.7;1334.2;406;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.7591477;21.78023529;15.1;1393.4;335;3;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;36.1074194;16.10453606;14.4;1246.2;500;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.3670442;8.384380341;15;1663.1;300;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.7600822;5.923478603;15.1;1611.1;300;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;34.618701;206.8685303;13.7;1416.6;390;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;34.9725352;213.8757019;13.2;1490.8;338;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.811055;45.87193298;15.5;1305.6;310;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;36.2598997;164.6437073;13.7;1208;490;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;38.8011893;18.01306915;11.7;2046.4;460;4;1;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.6023959;1.993235469;15.7;1390;350;3;1;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.6938253;39.21743393;15.8;1519.4;377;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.2539324;13.48390484;15.4;1961.6;360;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;32.9521207;507.1551819;13.2;2691.8;557;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;36.6347937;52.8825264;13.4;2143.3;442;4;1;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.631818;24.41087914;15.6;1607.1;380;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.9955391;6.991789341;15.9;1761.9;327;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.4234226;17.77885056;15.8;1889.6;320;2;1;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.6236275;14.84442043;15.7;1608.1;415;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;37.8400367;5.428412437;13;1801.3;401;3;1;1;25;20
Ginkgoaceae;Ginkgo_biloba;33.2831156;329.6824341;14;1825.3;320;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.9072761;410.2471008;11.7;1667;567;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.442135;20.07590294;15.5;1537.5;392;4;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;35.4234226;17.77885056;15.8;1889.6;350;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.9765795;150.3647766;13.7;1298.2;490;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.0911582;295.583374;13.6;2965.3;397;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.4496881;82.93884277;14.2;1672.8;310;3;0;1;25;20
Ginkgoaceae;Ginkgo_biloba;36.743601;131.1982574;12.5;1426;388;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.829837;10.72666073;14.9;1413.6;386;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;38.8011893;18.01306915;11.7;2046.4;470;4;1;0;25;20
Ginkgoaceae;Ginkgo_biloba;43.079734;13.88182735;8.5;983.5;415;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.5035427;447.2533875;10.9;2339.9;320;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;39.3975659;80.00711823;10.5;1354.7;520;4;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;35.83333;10.51445675;15;1409.4;570;3;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;34.0550099;14.06307602;15.3;1882.7;380;2;0;0;25;20
Ginkgoaceae;Ginkgo_biloba;32.9598883;728.9226074;11.7;2460.9;540;3;1;0;25;20
Ginkgoaceae;Ginkgo_biloba;33.4269948;52.58335876;15.7;1961.3;318;4;0;0;25;20
